2018-05-05 19:51:10 INFO  IntegrationsConfig:46 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:51:11 INFO  IntegrationsConfig:46 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:51:11 INFO  IntegrationsConfig:46 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:55:50 INFO  IntegrationsConfig:46 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:55:51 INFO  IntegrationsConfig:46 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:55:51 INFO  IntegrationsConfig:46 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:57:53 INFO  IntegrationsConfig:46 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:57:54 INFO  IntegrationsConfig:46 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:57:54 INFO  IntegrationsConfig:46 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:59:12 INFO  IntegrationsConfig:49 --> intelligentNetworkService URL : jar:file:/C:/Users/TAWA/.m2/repository/com/econetwireless/electronic-payments-business/1.0.0/electronic-payments-business-1.0.0.jar!/wsdls/IntelligentNetworkService.wsdl
2018-05-05 19:59:14 INFO  RequestInterceptor:37 --> IN Get Partner Transactions :: Partner Code : hot-recharge
2018-05-05 19:59:14 INFO  RequestInterceptor:56 --> [[SUCCESS] ] IN Get Partner Transactions Response :: Partner Code : hot-recharge, Response Code : 200, Narrative : Successful search
2018-05-05 19:59:14 INFO  RequestInterceptor:98 --> IN ECredit Airtime :: Partner Code : hot-recharge, Mobile Number : hot-recharge
2018-05-05 19:59:14 INFO  CreditsServiceImpl:39 --> Credit airtime Request : AirtimeTopupRequest{partnerCode='hot-recharge', msisdn='263773303584', amount=2.73, referenceNumber='TOPUP-REF-0123'}
